imdbId,filename,file_path,width,height,format,md5,dhash,Title,Genre,target_genres
102587,102587.jpg,../data/raw/102587.jpg,182,268,JPEG,59a596c1792bfc4735063239d3155869,2b1f1f07924b4d9b,Only Yesterday (1991),Animation|Drama|Romance,"['Animation', 'Drama', 'Romance']"
102687,102687.jpg,../data/raw/102687.jpg,182,268,JPEG,457ea19b6f087969b01b9b8c5f370da6,31f048a8a449596c,Poison (1991),Drama|Horror|Romance,"['Drama', 'Horror', 'Romance']"
102802,102802.jpg,../data/raw/102802.jpg,182,268,JPEG,da3f258b06694d407e1fba6d22a43af2,2612cd0f16cce438,Rock-A-Doodle (1991),Animation|Adventure|Comedy,"['Animation', 'Adventure', 'Comedy']"
102847,102847.jpg,../data/raw/102847.jpg,182,268,JPEG,ab1578e8b065eeafc26d0a86516573fe,bd2daaf1f098d8e0,3x3 Eyes (1991),Animation|Fantasy|Horror,"['Animation', 'Horror']"
102848,102848.jpg,../data/raw/102848.jpg,182,268,JPEG,2bf9fd156d16580268f7025cf895a4e7,f0f4f8c09296c0d0,Scanners II: The New Order (1991),Action|Horror|Sci-Fi,"['Action', 'Horror']"
1029231,1029231.jpg,../data/raw/1029231.jpg,182,268,JPEG,f6419d8366b544a8609e2e1b234736c2,f0c8cc96d4cbc433,Krrish 3 (2013),Action|Adventure|Romance,"['Action', 'Adventure', 'Romance']"
1029440,1029440.jpg,../data/raw/1029440.jpg,182,268,JPEG,f167ada48a88f412655cd1496308fc0c,e4258262e6b369b1,Madame Tutli-Putli (2007),Animation|Short|Thriller,['Animation']
103218,103218.jpg,../data/raw/103218.jpg,182,268,JPEG,3aef6519b3ca78ee7b1141d3a790c768,c0c4ccc8ccd8a2ac,"Vivat, gardemariny! (1991)",Adventure|History|Romance,"['Adventure', 'Romance']"
103303,103303.jpg,../data/raw/103303.jpg,182,268,JPEG,2094bda938a30688c570667a6ecc070a,32aec2f2d8ecc54b,Year of the Gun (1991),Action|Romance|Thriller,"['Action', 'Romance']"
103639,103639.jpg,../data/raw/103639.jpg,182,268,JPEG,83537f05d248a39cffb832b6fcd25627,f09029a9e0b095cc,Aladdin (1992),Animation|Adventure|Comedy,"['Animation', 'Adventure', 'Comedy']"
103843,103843.jpg,../data/raw/103843.jpg,182,268,JPEG,983f610a296e0f61b8e9c71ce9793a3e,9a989cacaca4f0f8,Blown Away (1993),Action|Drama|Romance,"['Action', 'Drama', 'Romance']"
1038686,1038686.jpg,../data/raw/1038686.jpg,182,268,JPEG,213319652f2ce80790b3f9b7264c49b1,90f0e8697047cec6,Legion (2010),Action|Fantasy|Horror,"['Action', 'Horror']"
1038919,1038919.jpg,../data/raw/1038919.jpg,182,268,JPEG,fc3021050478f694ad5094cc33c36d99,6629319339313a32,The Bounty Hunter (2010),Action|Comedy|Romance,"['Action', 'Comedy', 'Romance']"
103956,103956.jpg,../data/raw/103956.jpg,182,268,JPEG,d95e821bd0b1e1eaaca92c0e1c702b72,def03fcad0d8b8c4,Child's Play 3 (1991),Action|Horror|Thriller,"['Action', 'Horror']"
104115,104115.jpg,../data/raw/104115.jpg,182,268,JPEG,2ba1e9699411adc59a2e551fc1d89527,7071548c6829b890,Doctor Mordrid (1992),Action|Fantasy|Horror,"['Action', 'Horror']"
104231,104231.jpg,../data/raw/104231.jpg,182,268,JPEG,49e1cea33ff8422b5cf231214cc76262,ccc870a0c0b020cc,Far and Away (1992),Adventure|Drama|Romance,"['Adventure', 'Drama', 'Romance']"
104285,104285.jpg,../data/raw/104285.jpg,182,268,JPEG,1780ec965481fa40958a6f6667b345fc,aaa8d8aabab0e29e,JÌ_dlo (1993),Animation|Short|Comedy,"['Animation', 'Comedy']"
104293,104293.jpg,../data/raw/104293.jpg,182,268,JPEG,320c622fd15fb406d8158518aa8071b8,c848ccf2ccccccf5,Four Eyes and Six-Guns (1992),Action|Comedy|Romance,"['Action', 'Comedy', 'Romance']"
1043585,1043585.jpg,../data/raw/1043585.jpg,182,268,JPEG,60077f0ac869b95974755d2dd59dfe17,f0f0713a9e9ee20e,Zombi: La creazione (2007),Action|Horror,"['Action', 'Horror']"
1043852,1043852.jpg,../data/raw/1043852.jpg,182,268,JPEG,102471f4c4508e9243c7f3ab48b1f789,434c06171549ec0c,Lascars (2009),Animation|Comedy,"['Animation', 'Comedy']"
104534,104534.jpg,../data/raw/104534.jpg,182,268,JPEG,acd87dc3cb2f763d616fbc7fc2f096f0,8c4fb3ebce3a9a9a,"It's Christmastime Again, Charlie Brown (1992)",Animation|Comedy|Family,"['Animation', 'Comedy']"
104604,104604.jpg,../data/raw/104604.jpg,182,268,JPEG,025b1ce5913e0228ede9305708a86f10,3131343d0fcf8cad,"Ranma å_: The Movie 2, Nihao My Concubine (1992)",Animation|Action|Adventure,"['Animation', 'Action', 'Adventure']"
104652,104652.jpg,../data/raw/104652.jpg,182,268,JPEG,18fdfb3cf9df5518072653e00cade882,f09072f9f1cb0d27,Porco Rosso (1992),Animation|Adventure|Comedy,"['Animation', 'Adventure', 'Comedy']"
104839,104839.jpg,../data/raw/104839.jpg,182,268,JPEG,5131b9756d2c019155be338011408b67,6127211232c984c6,Medicine Man (1992),Adventure|Drama|Romance,"['Adventure', 'Drama', 'Romance']"
1050160,1050160.jpg,../data/raw/1050160.jpg,182,268,JPEG,c061b678cd5f04ec546ff36aaad84011,aec23b8686243434,The Machine Girl (2008),Action|Comedy|Horror,"['Action', 'Comedy', 'Horror']"
1051713,1051713.jpg,../data/raw/1051713.jpg,182,268,JPEG,136b53f854692f5fd99487f6e892fa36,32332a060b197f3e,Kiwi! (2006),Animation|Short|Action,"['Animation', 'Action']"
105322,105322.jpg,../data/raw/105322.jpg,182,268,JPEG,e0dfedc262c17c1a708d6da83f6c3983,78c09866c6c2f1e4,Scanners III: The Takeover (1991),Action|Horror|Sci-Fi,"['Action', 'Horror']"
1053918,1053918.jpg,../data/raw/1053918.jpg,182,268,JPEG,e9647e5dbb7ddf2258851d3649219922,caf2d393a285cf69,Shadowheart (2009),Action|Drama|Romance,"['Action', 'Drama', 'Romance']"
1054485,1054485.jpg,../data/raw/1054485.jpg,182,268,JPEG,1a81ed14610a21826667afa6f9470c60,b4cdeeadc4b2494c,Futurama: The Beast with a Billion Backs (2008),Animation|Comedy|Romance,"['Animation', 'Comedy', 'Romance']"
1054486,1054486.jpg,../data/raw/1054486.jpg,182,268,JPEG,1f744a1217365fcaf9d720b95d426578,b5dbdbb793d7e4f8,Futurama: Bender's Game (2008),Animation|Action|Adventure,"['Animation', 'Action', 'Adventure']"
1054487,1054487.jpg,../data/raw/1054487.jpg,182,268,JPEG,4f64f131e73f5fd404fc813772a67e9b,b7ccb8299d8ce2f2,Futurama: Into the Wild Green Yonder (2009),Animation|Comedy|Sci-Fi,"['Animation', 'Comedy']"
105459,105459.jpg,../data/raw/105459.jpg,182,268,JPEG,b00ffde0fcf69006a8a64f5edde9b872,9b72f0bc25969626,Split Second (1992),Action|Crime|Horror,"['Action', 'Horror']"
105598,105598.jpg,../data/raw/105598.jpg,182,268,JPEG,7de9a3cf6543b8475530b413628d3479,725212275c325656,Tiny Toon Adventures: How I Spent My Vacation (1992),Animation|Adventure|Comedy,"['Animation', 'Adventure', 'Comedy']"
1056437,1056437.jpg,../data/raw/1056437.jpg,182,268,JPEG,d8849563011a71ad3e7dccfa38a47cd6,92f0d897b73ba7e6,Sukai kurora (2008),Animation|Adventure|Drama,"['Animation', 'Adventure', 'Drama']"
105871,105871.jpg,../data/raw/105871.jpg,182,268,JPEG,88d55256cafc285425e522839e025d60,1ab0d494b6e8ba33,Year of the Comet (1992),Action|Adventure|Romance,"['Action', 'Adventure', 'Romance']"
105946,105946.jpg,../data/raw/105946.jpg,182,268,JPEG,e86dc0718c8b84196815281419373097,008430b2b2300030,Babylon 5,Action|Adventure|Drama,"['Action', 'Adventure', 'Drama']"
1060277,1060277.jpg,../data/raw/1060277.jpg,182,268,JPEG,d3ca90eb2823992e2c6de8478f4aa90a,98ec66e3e3c36392,Cloverfield (2008),Action|Horror|Sci-Fi,"['Action', 'Horror']"
106257,106257.jpg,../data/raw/106257.jpg,182,268,JPEG,054bdc1ed7e8134c08b443188ef2a17e,d27260b694c4c8b0,American Ninja 5 (1993),Action|Comedy|Romance,"['Action', 'Comedy', 'Romance']"
106364,106364.jpg,../data/raw/106364.jpg,182,268,JPEG,f35eb6b026283bf658bb77b8b3da6a42,2f1633b396f0b686,Batman: Mask of the Phantasm (1993),Animation|Action|Adventure,"['Animation', 'Action', 'Adventure']"
106417,106417.jpg,../data/raw/106417.jpg,182,268,JPEG,720354366cd2667f26eee7850c1ce554,e6442232b369793b,Sailor Moon R the Movie: The Promise of the Rose (1993),Animation|Action|Comedy,"['Animation', 'Action', 'Comedy']"
106446,106446.jpg,../data/raw/106446.jpg,182,268,JPEG,6399d93090feca5eb56ab2bcf5f0613d,d1d911ec29212311,Bob's Birthday (1994),Animation|Comedy|Short,"['Animation', 'Comedy']"
1064801,1064801.jpg,../data/raw/1064801.jpg,182,268,JPEG,b0d7b89358e1902068f15bbaf2d9af7c,f3d2b6eee9296ba3,Red Canyon (2008),Action|Horror|Thriller,"['Action', 'Horror']"
106676,106676.jpg,../data/raw/106676.jpg,182,268,JPEG,9eee41a4bbf1f211832d2fbb666f3011,85f117171d25e151,Daybreak (1993),Action|Drama|Romance,"['Action', 'Drama', 'Romance']"
1067106,1067106.jpg,../data/raw/1067106.jpg,182,268,JPEG,e1aa4ba98829b03775322688269a1b94,9ca43499b1e1c3ea,A Christmas Carol (2009),Animation|Drama|Family,"['Animation', 'Drama']"
106743,106743.jpg,../data/raw/106743.jpg,182,268,JPEG,d25fddde5c0c730e533c872a350c5b8f,2fe678ade5cac2f0,Dollman vs. Demonic Toys (1993),Action|Fantasy|Horror,"['Action', 'Horror']"
1067773,1067773.jpg,../data/raw/1067773.jpg,182,268,JPEG,4785feb790ef4e4b03bf8788ffe45450,70d84c6666230ac9,Game of Assassins (2013),Action|Adventure|Horror,"['Action', 'Adventure', 'Horror']"
1067920,1067920.jpg,../data/raw/1067920.jpg,182,268,JPEG,4382112b6b256f497a4cad74526f30b9,b472e2cc6c73a5a4,Meitantei Conan: Seiki matsu no majutsushi (1999),Animation|Adventure|Crime,"['Animation', 'Adventure']"
1068958,1068958.jpg,../data/raw/1068958.jpg,182,268,JPEG,e6923c16d275335d41f0dfe3b15fe32d,5c8a0c14c8ccc8f1,Werewolf: The Devil's Hound (2007),Action|Comedy|Horror,"['Action', 'Comedy', 'Horror']"
107061,107061.jpg,../data/raw/107061.jpg,182,268,JPEG,16220e791ecf29a03d4e306919850a9e,cf8fe7c9d03a2a9f,Gunnm (1993),Animation|Action|Crime,"['Animation', 'Action']"
107228,107228.jpg,../data/raw/107228.jpg,182,268,JPEG,b07c528201750f067463c8705ab48b34,c5c5a1355947784c,Iria: Zeiram the Animation (1993),Action|Horror|Animation,"['Action', 'Horror', 'Animation']"
107448,107448.jpg,../data/raw/107448.jpg,182,268,JPEG,891b4d20f68dbda54c8d7bd48e932597,8c92b233b369e8a6,Love Bites (1993),Comedy|Horror|Romance,"['Comedy', 'Horror', 'Romance']"
1075746,1075746.jpg,../data/raw/1075746.jpg,182,268,JPEG,7f57be3c6865a080ec45504bc11cdecf,e4e4e4a431619ab3,I Am Omega (2007),Action|Horror|Sci-Fi,"['Action', 'Horror']"
107692,107692.jpg,../data/raw/107692.jpg,182,268,JPEG,0772d79ab8c613afc654f7fc62b2ae9f,e96834a89a742503,Ninja Scroll (1993),Animation|Action|Adventure,"['Animation', 'Action', 'Adventure']"
1077258,1077258.jpg,../data/raw/1077258.jpg,182,268,JPEG,23a4499bc45823eb899cc034060f40d7,616a286825d4e6a8,Planet Terror (2007),Action|Comedy|Horror,"['Action', 'Comedy', 'Horror']"
107745,107745.jpg,../data/raw/107745.jpg,182,268,JPEG,1bde8d81393649c0d6f8eb0e96c6c8fb,9df08c1f96ccf0f2,Once Upon a Forest (1993),Animation|Adventure|Drama,"['Animation', 'Adventure', 'Drama']"
107875,107875.jpg,../data/raw/107875.jpg,182,268,JPEG,d0baaa53c8bbe6f1a5cd1b65846f8246,d8b6a8b836e190f0,The Princess and the Goblin (1991),Animation|Fantasy,['Animation']
1078927,1078927.jpg,../data/raw/1078927.jpg,182,268,JPEG,a69f1873e9fdc4cb6fdfa29e06ebae56,5535d5c9d1193961,Shark Swarm (2008),Action|Drama|Horror,"['Action', 'Drama', 'Horror']"
1080016,1080016.jpg,../data/raw/1080016.jpg,182,268,JPEG,013eb6b630fd45afa83e64c89badc412,8af8d8cac8b0e869,Ice Age: Dawn of the Dinosaurs (2009),Animation|Action|Adventure,"['Animation', 'Action', 'Adventure']"
108069,108069.jpg,../data/raw/108069.jpg,182,268,JPEG,afbe641c26666394d06fd93859d6ccf1,b6b6cde4569bf061,The Secret Adventures of Tom Thumb (1993),Animation|Adventure|Sci-Fi,"['Animation', 'Adventure']"
108598,108598.jpg,../data/raw/108598.jpg,182,268,JPEG,d81e40b701372e776cd0044098a3d6bf,60eceadcfcb0ae46,The Wrong Trousers (1993),Animation|Short|Comedy,"['Animation', 'Comedy']"
108650,108650.jpg,../data/raw/108650.jpg,182,268,JPEG,0133da67c53bdce2b56e4ea1ea024c85,8053c868cadae415,Zhan shen chuan shuo (1992),Action|Adventure|Romance,"['Action', 'Adventure', 'Romance']"
1087858,1087858.jpg,../data/raw/1087858.jpg,182,268,JPEG,c33a5a11530eccb5cfa1b6b2125633fb,c6d59ba9bdd9c4d2,"Jungledyret Hugo: FrÌ_k, flabet og fri (2007)",Animation|Comedy|Family,"['Animation', 'Comedy']"
109010,109010.jpg,../data/raw/109010.jpg,182,268,JPEG,e7f3c5594e0ccaef571afac94518b376,bae066b294b69a8c,1942: A Love Story (1994),Romance|Action|Drama,"['Romance', 'Action', 'Drama']"
109277,109277.jpg,../data/raw/109277.jpg,182,268,JPEG,1e3afb92bfe56fa39e777f5dcfd5bbd8,7e7c3313329ae232,Sailor Moon S the Movie: Hearts in Ice (1994),Animation|Action|Comedy,"['Animation', 'Action', 'Comedy']"
1093357,1093357.jpg,../data/raw/1093357.jpg,182,268,JPEG,b9fc7f70a94414b87c656f1460f683aa,e8e676ecd8248cf8,The Darkest Hour (2011),Action|Adventure|Horror,"['Action', 'Adventure', 'Horror']"
1093906,1093906.jpg,../data/raw/1093906.jpg,182,268,JPEG,c7aa990d99b05309a15ad03b9b743279,a8e0c88ec6d6d4b4,The Rig (2010),Action|Horror|Sci-Fi,"['Action', 'Horror']"
109412,109412.jpg,../data/raw/109412.jpg,182,268,JPEG,26ba4910b20efec1c7b0b50d329be797,e9e4a4a4ad9e829f,Chik loh go yeung (1992),Action|Crime|Romance,"['Action', 'Romance']"
1094162,1094162.jpg,../data/raw/1094162.jpg,182,268,JPEG,c8fbb71fa9e7e281577dcabed7e29ef6,eced8e8cced47079,AVH: Alien vs. Hunter (2007),Action|Horror|Sci-Fi,"['Action', 'Horror']"
109422,109422.jpg,../data/raw/109422.jpg,182,268,JPEG,cf0d941161ad1bf74814cce86d580eb9,e8b0f032ad9166ce,Ranma å_: One Grew Over the Kuno's Nest (1994),Animation|Action|Comedy,"['Animation', 'Action', 'Comedy']"
109442,109442.jpg,../data/raw/109442.jpg,182,268,JPEG,2eba607d1e5c7e1f11cb7f9dd8cd82d8,ea4bcdcda4e4c417,Class of 1999 II: The Substitute (1994),Action|Horror|Sci-Fi,"['Action', 'Horror']"
109542,109542.jpg,../data/raw/109542.jpg,182,268,JPEG,d7571aa6942ac35def088356d1fc04c5,74e062743c3cb913,Dark Angel: The Ascent (1994),Horror|Romance,"['Horror', 'Romance']"
109552,109552.jpg,../data/raw/109552.jpg,182,268,JPEG,201118f549fc7c2b01a88e058a382e79,8e9a8c941c1c2626,Darkman II: The Return of Durant (1995),Action|Crime|Horror,"['Action', 'Horror']"
109553,109553.jpg,../data/raw/109553.jpg,182,268,JPEG,65997119b11066a7b92778f766fdc737,4d2d27070f070f2b,Darkside Blues (1994),Animation|Horror|Mystery,"['Animation', 'Horror']"
109575,109575.jpg,../data/raw/109575.jpg,182,268,JPEG,e349d124806da5d2f06df04c05d426cd,80f0f4c4f8e0f8bc,Death Machine (1994),Action|Horror|Sci-Fi,"['Action', 'Horror']"
109781,109781.jpg,../data/raw/109781.jpg,182,268,JPEG,c9370f4d0d54c6b06d7f987ab3711362,0b99dd496961614d,Faust (1994),Animation|Comedy|Drama,"['Animation', 'Comedy', 'Drama']"
109791,109791.jpg,../data/raw/109791.jpg,182,268,JPEG,2be82726728965274f54c1f8e5b9211d,4e8ef0ce61d4d4f8,Felidae (1994),Animation|Action|Drama,"['Animation', 'Action', 'Drama']"
1098199,1098199.jpg,../data/raw/1098199.jpg,182,268,JPEG,eb5b908c0a119d8ee7a45e6016872c32,8d4cd9793ad9e4e8,Corto Maltese - La ballade de la mer salÌ©e (2002),Animation|Adventure|Crime,"['Animation', 'Adventure']"
109836,109836.jpg,../data/raw/109836.jpg,182,268,JPEG,84661decec6e4bb8ff1d8e25d44e8fe5,e8f01908636bb492,Mary Shelley's Frankenstein (1994),Drama|Horror|Romance,"['Drama', 'Horror', 'Romance']"
109872,109872.jpg,../data/raw/109872.jpg,182,268,JPEG,2de9e0876071ef2ae9df431c1dbec975,0dcd5018894858b2,Fatal Fury: The Motion Picture (1994),Animation|Action|Fantasy,"['Animation', 'Action']"
110008,110008.jpg,../data/raw/110008.jpg,182,268,JPEG,66408ce7ebd529106f45216700ad7c78,2f174d4d4d71f0cc,Pom Poko (1994),Animation|Comedy|Drama,"['Animation', 'Comedy', 'Drama']"
110027,110027.jpg,../data/raw/110027.jpg,182,268,JPEG,ae41e3844c39eb943424978340fb4745,71e58cdd0fc9c8e4,Highlander: The Final Dimension (1994),Action|Fantasy|Romance,"['Action', 'Romance']"
110213,110213.jpg,../data/raw/110213.jpg,182,268,JPEG,df39e2a4174e16562c46f042faa80c2d,70cc9688aa3a7870,The Jungle Book (1994),Adventure|Family|Romance,"['Adventure', 'Romance']"
110280,110280.jpg,../data/raw/110280.jpg,182,268,JPEG,15160a9a74cd848338d8bc34ecb2b785,e52d08a38144cc92,Krantiveer (1994),Action|Drama|Romance,"['Action', 'Drama', 'Romance']"
110300,110300.jpg,../data/raw/110300.jpg,182,268,JPEG,1144d3c10a03cb0c34f40d6753591103,e86007e3e154f0b5,The Land Before Time II: The Great Valley Adventure (1994),Animation|Adventure|Family,"['Animation', 'Adventure']"
1103153,1103153.jpg,../data/raw/1103153.jpg,182,268,JPEG,744c02f29ccff066bf763b6e798f0c23,571d8d075e0f2b01,Killers (2010),Action|Comedy|Romance,"['Action', 'Comedy', 'Romance']"
1103256,1103256.jpg,../data/raw/1103256.jpg,182,268,JPEG,83c95654182efaf70f40b5e2d95c660b,c592b19923e3c9a1,Red Sands (2009),Action|Horror|Thriller,"['Action', 'Horror']"
110357,110357.jpg,../data/raw/110357.jpg,182,268,JPEG,c281e3568ced5054b0032133641f4916,95c938b0f0f0f4e8,The Lion King (1994),Animation|Adventure|Drama,"['Animation', 'Adventure', 'Drama']"
1104835,1104835.jpg,../data/raw/1104835.jpg,182,268,JPEG,e7c1bc4a6e0d53141d871e63ca337e4f,8ee7cdc998a9734d,Feast II: Sloppy Seconds (2008),Action|Comedy|Horror,"['Action', 'Comedy', 'Horror']"
1104836,1104836.jpg,../data/raw/1104836.jpg,182,268,JPEG,6a74dd39fee198f7001663c045bb807a,f4eca08698f9f8c8,Feast III: The Happy Finish (2009),Action|Comedy|Horror,"['Action', 'Comedy', 'Horror']"
110547,110547.jpg,../data/raw/110547.jpg,182,268,JPEG,235a01f313e865a8aca0dc67db1bfc59,70f81cf4ecec79d8,Le moine et le poisson (1994),Animation|Musical|Short,['Animation']
1107365,1107365.jpg,../data/raw/1107365.jpg,182,268,JPEG,25b5ccd651374e0eeeb47f2785192ded,879369e9193637f1,Open Season 2 (2008),Animation|Adventure|Comedy,"['Animation', 'Adventure', 'Comedy']"
110823,110823.jpg,../data/raw/110823.jpg,182,268,JPEG,6e6b12b0dd7a34a4b3320cc92627d198,9cc4f832b1b171e2,Phantasm III: Lord of the Dead (1994),Action|Fantasy|Horror,"['Action', 'Horror']"
1109488,1109488.jpg,../data/raw/1109488.jpg,182,268,JPEG,c9750269036d9252f1d4e29d14d0989e,b22ef0ec9e86ce62,Mars (2010),Animation|Comedy|Sci-Fi,"['Animation', 'Comedy']"
111173,111173.jpg,../data/raw/111173.jpg,182,268,JPEG,d9dfd91f8536cb112e32494b32e84a16,4bbceceae9ed8ab3,Shopping (1994),Action|Crime|Drama,"['Action', 'Drama']"
111308,111308.jpg,../data/raw/111308.jpg,182,268,JPEG,dce3fd9ef4ca97723cffee6e0d3c22f4,b9e3e2696349d5ec,Suhaag (1994),Action|Drama|Romance,"['Action', 'Drama', 'Romance']"
111333,111333.jpg,../data/raw/111333.jpg,182,268,JPEG,608cba98a9b083f6c1d57b9ddf306439,f4f0f0d8f8e0f0e8,The Swan Princess (1994),Animation|Comedy|Family,"['Animation', 'Comedy']"
1114718,1114718.jpg,../data/raw/1114718.jpg,182,268,JPEG,f2cb07afd4d4e6b80ccd81856e09f8ef,0735497f63669053,How to Hook Up Your Home Theater (2007),Animation|Short|Comedy,"['Animation', 'Comedy']"
111742,111742.jpg,../data/raw/111742.jpg,182,268,JPEG,2f5e6d32bea6a10cc67e5b46a38f6e5a,616ccc8c83948c8c,Wolf (1994),Drama|Horror|Romance,"['Drama', 'Horror', 'Romance']"
1117563,1117563.jpg,../data/raw/1117563.jpg,182,268,JPEG,56248e42ee56351cd7400cbd7715de63,ccce199686968a4c,Batman: Gotham Knight (2008),Animation|Action|Crime,"['Animation', 'Action']"
111800,111800.jpg,../data/raw/111800.jpg,182,268,JPEG,bd4177710937263312383a2493e6b50c,648f9e319ba9da66,Wing Chun (1994),Action|Comedy|Drama,"['Action', 'Comedy', 'Drama']"
1118511,1118511.jpg,../data/raw/1118511.jpg,182,268,JPEG,0f0e37ae88e0bc428ef66f2a472f646a,1923e0fc70b05b3f,A Matter of Loaf and Death (2008),Animation|Short|Comedy,"['Animation', 'Comedy']"
111933,111933.jpg,../data/raw/111933.jpg,182,268,JPEG,2f79e3b83cce553c8b53028da62f9ab8,6c3ccdc7262d1c8a,Daisy-Head Mayzie (1995),Animation|Short|Family,['Animation']
1121794,1121794.jpg,../data/raw/1121794.jpg,182,268,JPEG,aaac3e93628f08c06b16e10f856c64ab,1418eafab4c4d397,Sword of the Stranger (2007),Animation|Action|Adventure,"['Animation', 'Action', 'Adventure']"
1123373,1123373.jpg,../data/raw/1123373.jpg,182,268,JPEG,bb2657cd629711906ebde8dabad963ed,5170c8cccc8cb2f0,Di renjie: Tong tian di guo (2010),Action|Adventure|Drama,"['Action', 'Adventure', 'Drama']"
112389,112389.jpg,../data/raw/112389.jpg,182,268,JPEG,3b8faa2155733528e92b5c6aa0037677,c8f0f8f0ccc8cccc,The Princess and the Cobbler (1993),Animation|Action|Adventure,"['Animation', 'Action', 'Adventure']"
1124037,1124037.jpg,../data/raw/1124037.jpg,182,268,JPEG,8382b841dcdde44738cba0abed9630a0,0ccc8eb330e8e133,Free State of Jones (2016),Action|Biography|Drama,"['Action', 'Drama']"
112453,112453.jpg,../data/raw/112453.jpg,182,268,JPEG,d00c7e58f45dde8e0e8046e769ba3603,095be6c264b1373f,Balto (1995),Animation|Adventure|Drama,"['Animation', 'Adventure', 'Drama']"
112459,112459.jpg,../data/raw/112459.jpg,182,268,JPEG,5f712ea60006fcc562e2111e78c4a849,9a9ec4ac9e9ca6c8,Barsaat (1995),Action|Romance,"['Action', 'Romance']"
112513,112513.jpg,../data/raw/112513.jpg,182,268,JPEG,e847b0af29c3bdf40e76497b34b99dce,e8ca42ae52d212b6,Sailor Moon Super S the Movie: Black Dream Hole (1995),Animation|Action|Comedy,"['Animation', 'Action', 'Comedy']"
